Mod:Item:MetaData, Localized Name
hbm:gas_explosive, 爆発性ガス
hbm:ancient_scrap, 古いスクラップメタル
hbm:railgun_plasma, レールガン
hbm:book_crafting, tile.book_crafting.name
hbm:radio_torch_sender, Redstone-over-Radio Sender
hbm:radio_torch_receiver, Redstone-over-Radio Receiver
hbm:fluid_duct_mk2, 流体ダクト
hbm:fluid_duct_solid, 流体ダクトブロック
hbm:fluid_duct_solid_sealed, 遮蔽流体ダクトブロック
hbm:dungeon_chain, Metal Chain
hbm:ladder_sturdy, 丈夫なはしご
hbm:ladder_iron, 鉄のはしご
hbm:ladder_gold, 金のはしご
hbm:ladder_aluminium, アルミナムのはしご
hbm:ladder_copper, 銅のはしご
hbm:ladder_titanium, 鋼鉄のはしご
hbm:ladder_lead, 鉛のはしご
hbm:ladder_cobalt, コバルトのはしご
hbm:ladder_steel, 鋼鉄のはしご
hbm:ladder_tungsten, タングステンのはしご
hbm:ladder_red, 赤いはしご
hbm:ladder_red_top, 赤いはしごの終端
hbm:railing_end_floor, ハンドレール 終端 【床】
hbm:railing_end_self, ハンドレール 終端 【自】
hbm:railing_end_flipped_floor, ハンドレール 終端 逆向き 【床】
hbm:railing_end_flipped_self, ハンドレール 終端 逆向き 【自】
hbm:railing_normal, ハンドレール
hbm:railing_bend, ハンドレール カーブ
hbm:control_panel_custom, Custom Control Panel [WIP]
hbm:boxcar, 有蓋車
hbm:boat, ふね
hbm:null, tile.null.name
hbm:void, tile.void.name
hbm:ngtv, tile.ngtv.name
hbm:undef, tile.undef.name
hbm:dummy_block_assembler, tile.dummy_block_assembler.name
hbm:dummy_port_assembler, tile.dummy_port_assembler.name
hbm:dummy_block_chemplant, tile.dummy_block_chemplant.name
hbm:dummy_port_chemplant, tile.dummy_port_chemplant.name
hbm:dummy_block_reactor_small, tile.dummy_block_reactor_small.name
hbm:dummy_port_reactor_small, tile.dummy_port_reactor_small.name
hbm:dummy_block_centrifuge, tile.dummy_block_centrifuge.name
hbm:dummy_block_gascent, tile.dummy_block_gascent.name
hbm:dummy_block_uf6, tile.dummy_block_uf6.name
hbm:dummy_block_puf6, tile.dummy_block_puf6.name
hbm:dummy_block_fluidtank, tile.dummy_block_fluidtank.name
hbm:dummy_port_fluidtank, tile.dummy_port_fluidtank.name
hbm:dummy_block_refinery, tile.dummy_block_refinery.name
hbm:dummy_port_refinery, tile.dummy_port_refinery.name
hbm:dummy_block_cyclotron, tile.dummy_block_cyclotron.name
hbm:dummy_port_cyclotron, tile.dummy_port_cyclotron.name
hbm:dummy_block_vault, tile.dummy_block_vault.name
hbm:dummy_block_blast, tile.dummy_block_blast.name
hbm:dummy_block_silo_hatch, tile.dummy_block_silo_hatch.name
hbm:dummy_block_radgen, tile.dummy_block_radgen.name
hbm:dummy_port_radgen, tile.dummy_port_radgen.name
hbm:dummy_block_well, tile.dummy_block_well.name
hbm:dummy_port_well, tile.dummy_port_well.name
hbm:dummy_block_pumpjack, tile.dummy_block_pumpjack.name
hbm:dummy_port_pumpjack, tile.dummy_port_pumpjack.name
hbm:dummy_block_flare, tile.dummy_block_flare.name
hbm:dummy_port_flare, tile.dummy_port_flare.name
hbm:dummy_block_turbofan, tile.dummy_block_turbofan.name
hbm:dummy_port_turbofan, tile.dummy_port_turbofan.name
hbm:dummy_plate_compact_launcher, tile.dummy_plate_compact_launcher.name
hbm:dummy_port_compact_launcher, tile.dummy_port_compact_launcher.name
hbm:dummy_plate_launch_table, tile.dummy_plate_launch_table.name
hbm:dummy_port_launch_table, tile.dummy_port_launch_table.name
hbm:dummy_block_ams_limiter, tile.dummy_block_ams_limiter.name
hbm:dummy_port_ams_limiter, tile.dummy_port_ams_limiter.name
hbm:dummy_block_ams_emitter, tile.dummy_block_ams_emitter.name
hbm:dummy_port_ams_emitter, tile.dummy_port_ams_emitter.name
hbm:dummy_block_ams_base, tile.dummy_block_ams_base.name
hbm:dummy_port_ams_base, tile.dummy_port_ams_base.name
hbm:dummy_plate_cargo, tile.dummy_plate_cargo.name
hbm:ntm_dirt, 土
hbm:pink_log, ピンクの原木
hbm:pink_planks, ピンクの木材
hbm:pink_slab, ピンクの木材のハーフブロック
hbm:pink_double_slab, Pink Wood Double Slab
hbm:pink_stairs, ピンクの木材の階段				 
hbm:toxic_block, セラライン
hbm:radwater_block, Irradiated Water
hbm:mud_block, Oxidized Watz Mud
hbm:schrabidic_block, Schrabidic Acid
hbm:corium_block, 液体コアリウム
hbm:volcanic_lava_block, Volcanic Lava
naturesaura:ancient_log, Ancient Log
naturesaura:ancient_bark, Ancient Bark
naturesaura:ancient_planks, Ancient Planks
naturesaura:ancient_stairs, Ancient Wood Stairs
naturesaura:ancient_slab, Ancient Wood Slab
naturesaura:ancient_slab_double, Ancient Wood Double Slab
naturesaura:ancient_leaves, Ancient Leaves
naturesaura:ancient_sapling, Ancient Sapling
naturesaura:nature_altar, Natural Altar
naturesaura:decayed_leaves, Decayed Leaves
naturesaura:golden_leaves, Golden Leaves
naturesaura:gold_powder, Gold Powder
naturesaura:wood_stand, Wooden Stand
naturesaura:infused_stone, Infused Rock
naturesaura:infused_stairs, Infused Rock Stairs
naturesaura:infused_slab, Infused Rock Slab
naturesaura:infused_slab_double, Infused Rock Double Slab
naturesaura:infused_brick, Infused Brick
naturesaura:infused_brick_stairs, Infused Brick Stairs
naturesaura:infused_brick_slab, Infused Brick Slab
naturesaura:infused_brick_slab_double, Infused Brick Double Slab
naturesaura:furnace_heater, Extraneous Firestarter
naturesaura:potion_generator, Lingering Absorber
naturesaura:aura_detector, Aura Detector
naturesaura:conversion_catalyst, Transmutation Catalyst
naturesaura:crushing_catalyst, Crumbling Catalyst
naturesaura:flower_generator, Herbivorous Absorber
naturesaura:placer, Imperceptible Builder
naturesaura:hopper_upgrade, Hopper Enhancement
naturesaura:field_creator, Aura Field Creator
naturesaura:oak_generator, Canopy Diminisher
naturesaura:infused_iron_block, Infused Iron Block
naturesaura:offering_table, Offering Table
naturesaura:pickup_stopper, Item Grounder
naturesaura:spawn_lamp, Lamp of Sanctuary
naturesaura:animal_generator, Disentangler of Mortals
naturesaura:end_flower, Rose of Oblivion
naturesaura:grated_chute, Adept Hopper
naturesaura:animal_spawner, Altar of Birthing
naturesaura:auto_crafter, Automatic Constructor
naturesaura:gold_brick, Golden Stone Bricks
naturesaura:rf_converter, Energetic Aura Forge
naturesaura:moss_generator, Swamp Homi
naturesaura:time_changer, Shifting Sundial
naturesaura:generator_limit_remover, Creational Catalyst
naturesaura:ender_crate, Ender Crate
naturesaura:powder_placer, Powder Manipulator
naturesaura:firework_generator, Firecracker Gaze
naturesaura:projectile_generator, Shooting Mark
naturesaura:chunk_loader, World Eye
naturesaura:dimension_rail_overworld, Rail of the Overworld
naturesaura:dimension_rail_nether, Rail of the Nether
naturesaura:dimension_rail_end, Rail of the End
naturesaura:infused_iron_pickaxe, Botanist's Pickaxe
naturesaura:infused_iron_axe, Botanist's Handaxe
naturesaura:infused_iron_shovel, Botanist's Shovel
naturesaura:infused_iron_hoe, Botanist's Hoe
naturesaura:infused_iron_sword, Botanist's Blade
naturesaura:infused_iron_helmet, Botanist's Headwear
naturesaura:infused_iron_chest, Botanist's Chestplate
naturesaura:infused_iron_pants, Botanist's Leggings
naturesaura:infused_iron_shoes, Botanist's Shoes
naturesaura:eye, Environmental Eye
naturesaura:eye_improved, Environmental Ocular
naturesaura:gold_fiber, Brilliant Fiber
naturesaura:gold_leaf, Gold Leaf
naturesaura:infused_iron, Infused Iron
naturesaura:ancient_stick, Ancient Wood Rod
naturesaura:color_changer, Bucket of Infinite Color
naturesaura:aura_cache, Aura Cache
naturesaura:aura_trove, Aura Trove
naturesaura:shockwave_creator, Amulet of Wrath
naturesaura:multiblock_maker, Multiblock Maker
naturesaura:bottle_two_the_rebottling, Bottle and Cork
naturesaura:aura_bottle, item.naturesaura.aura_bottle.name
naturesaura:farming_stencil, Farming Stencil
naturesaura:sky_ingot, Ingot of the Skies
naturesaura:calling_spirit, Spirit of Calling
naturesaura:effect_powder, item.naturesaura.effect_powder.name
naturesaura:birth_spirit, Spirit of Birthing
naturesaura:mover_cart, Aura Attraction Cart
naturesaura:range_visualizer, Mystical Magnifier
naturesaura:clock_hand, Hand of Time
naturesaura:token_joy, Token of Joy
naturesaura:token_fear, Token of Fear
naturesaura:token_anger, Token of Anger
naturesaura:token_sorrow, Token of Sorrow
naturesaura:token_euphoria, Token of Euphoria
naturesaura:token_terror, Token of Terror
naturesaura:token_rage, Token of Rage
naturesaura:token_grief, Token of Grief
naturesaura:ender_access, Ender Ocular
naturesaura:cave_finder, Staff of Shadows
moreplanets:diona_cobblestone_slab, ディオナの丸石ハーフブロック
moreplanets:chalos_cobblestone_slab, カロスの丸石ハーフブロック
moreplanets:nibiru_cobblestone_slab, ニビルの丸石ハーフブロック
moreplanets:diona_dungeon_brick_slab, ディオナダンジョンのレンガハーフブロック
moreplanets:chalos_dungeon_brick_slab, カロスダンジョンのレンガハーフブロック
moreplanets:nibiru_dungeon_brick_slab, ニビルダンジョンのレンガハーフブロック
moreplanets:alien_ship_decoration_slab, 宇宙船装飾ハーフブロック
moreplanets:cheese_spore_slab, チーズ胞子のハーフブロック
moreplanets:infected_oak_slab, 汚染されたオークのハーフブロック
moreplanets:alien_berry_oak_slab, エイリアンベリーオークのハーフブロック
moreplanets:oscalea_slab, Oscalea Slab
moreplanets:frolia_slab, Frolia Slab
moreplanets:infected_oak_pressure_plate, 汚染されたオークの感圧板
moreplanets:alien_berry_oak_pressure_plate, エイリアンベリーオークの感圧板
moreplanets:oscalea_pressure_plate, Oscalea Pressure Plate
moreplanets:frolia_pressure_plate, Frolia Pressure Plate
moreplanets:dark_energy_storage_cluster, ダークエネルギー蓄積クラスター
moreplanets:nuclear_waste_energy_storage_cluster, 核廃棄物エネルギー蓄積クラスター
moreplanets:space_warp_pad, スペースワープパッド
moreplanets:dark_energy_receiver, ダークエネルギー受信機
moreplanets:black_hole_storage, ブラックホールストレージ
moreplanets:alien_defender_beacon, 宇宙防衛隊ビーコン
moreplanets:shield_generator, シールド生成機
moreplanets:alien_ship_booster, 宇宙船ブースター
moreplanets:alien_ship_decoration_0, 宇宙船装飾ブロック
moreplanets:alien_ship_decoration_1, 宇宙船装飾ブロック
moreplanets:alien_chest, 宇宙チェスト
moreplanets:tinted_glass, 色付きガラス
moreplanets:white_tinted_glass, 白色の色付きガラス
moreplanets:orange_tinted_glass, 橙色の色付きガラス
moreplanets:magenta_tinted_glass, 赤紫色の色付きガラス
moreplanets:light_blue_tinted_glass, 空色の色付きガラス
moreplanets:yellow_tinted_glass, 黄色の色付きガラス
moreplanets:lime_tinted_glass, 黄緑色の色付きガラス
moreplanets:pink_tinted_glass, 桃色の色付きガラス
moreplanets:gray_tinted_glass, 灰色の色付きガラス
moreplanets:silver_tinted_glass, 薄灰色の色付きガラス
moreplanets:cyan_tinted_glass, 青緑色の色付きガラス
moreplanets:purple_tinted_glass, 紫色の色付きガラス
moreplanets:blue_tinted_glass, 青色の色付きガラス
moreplanets:brown_tinted_glass, 茶色の色付きガラス
moreplanets:green_tinted_glass, 緑色の色付きガラス
moreplanets:red_tinted_glass, 赤色の色付きガラス
moreplanets:black_tinted_glass, 黒色の色付きガラス
moreplanets:tinted_glass_pane, 色付きガラス板
moreplanets:white_tinted_glass_pane, 白色の色付きガラス板
moreplanets:orange_tinted_glass_pane, 橙色の色付きガラス板
moreplanets:magenta_tinted_glass_pane, 赤紫色の色付きガラス板
moreplanets:light_blue_tinted_glass_pane, 空色の色付きガラス板
moreplanets:yellow_tinted_glass_pane, 黄色の色付きガラス板
moreplanets:lime_tinted_glass_pane, 黄緑色の色付きガラス板
moreplanets:pink_tinted_glass_pane, 桃色の色付きガラス板
moreplanets:gray_tinted_glass_pane, 灰色の色付きガラス板
moreplanets:silver_tinted_glass_pane, 薄灰色の色付きガラス板
moreplanets:cyan_tinted_glass_pane, 青緑色の色付きガラス板
moreplanets:purple_tinted_glass_pane, 紫色の色付きガラス板
moreplanets:blue_tinted_glass_pane, 青色の色付きガラス板
moreplanets:brown_tinted_glass_pane, 茶色の色付きガラス板
moreplanets:green_tinted_glass_pane, 緑色の色付きガラス板
moreplanets:red_tinted_glass_pane, 赤色の色付きガラス板
moreplanets:black_tinted_glass_pane, 黒色の色付きガラス板
moreplanets:diona_cobblestone_wall, ディオナの丸石の塀
moreplanets:chalos_cobblestone_wall, カロスの丸石の塀
moreplanets:nibiru_cobblestone_wall, ニビルの丸石の塀
moreplanets:diona_dungeon_brick_wall, ディオナダンジョンのレンガの塀
moreplanets:chalos_dungeon_brick_wall, カロスダンジョンのレンガの塀
moreplanets:nibiru_dungeon_brick_wall, ニビルダンジョンのレンガの塀
moreplanets:polished_tin_decoration_block, 磨かれたスズ装飾ブロック
moreplanets:polished_aluminum_decoration_block, 磨かれたアルミ装飾ブロック
moreplanets:desh_frame, Desh Frame
moreplanets:dungeon_glowstone, ダンジョングロウストーン
moreplanets:fronos_grass_block, フロノスの草ブロック
moreplanets:fronos_dirt, フロノスの土
moreplanets:fronos_coarse_dirt, フロノスの粗い土
moreplanets:fronos_farmland, フロノスの耕地
moreplanets:fronos_stone, フロノスの石
moreplanets:fronos_cobblestone, フロノスの丸石
moreplanets:fronos_stone_bricks, フロノスの石レンガ
moreplanets:fronos_mossy_stone_bricks, フロノスの苔むした石レンガ
moreplanets:fronos_cracked_stone_bricks, フロノスのひび割れた石レンガ
moreplanets:fronos_chiseled_stone_bricks, フロノスの模様入り石レンガ
moreplanets:fronos_dungeon_brick, フロノスダンジョンのレンガ
moreplanets:fronos_grass, Fronos Grass
moreplanets:large_wheat, Large Wheat
moreplanets:fronos_tall_grass, Fronos Tall Grass
moreplanets:oscalea_fence, Oscalea Fence
moreplanets:frolia_fence, Frolia Fence
moreplanets:oscalea_fence_gate, Oscalea Fence Gate
moreplanets:frolia_fence_gate, Frolia Fence Gate
moreplanets:oscalea_stairs, Oscalea Stairs
moreplanets:frolia_stairs, Frolia Stairs
moreplanets:oscalea_trapdoor, Oscalea Trapdoor
moreplanets:frolia_trapdoor, Frolia Trapdoor
moreplanets:fronos_iron_ore, 鉄鉱石
moreplanets:fronos_gold_ore, 金鉱石
moreplanets:fronos_tin_ore, スズ鉱石
moreplanets:fronos_copper_ore, 銅鉱石
moreplanets:fronos_aluminum_ore, アルミ鉱石
moreplanets:fronos_lead_ore, 鉛鉱石
moreplanets:fronos_coal_ore, 石炭鉱石
moreplanets:fronos_lapis_ore, ラピスラズリ鉱石
moreplanets:fronos_diamond_ore, ダイヤモンド鉱石
moreplanets:fronos_emerald_ore, エメラルド鉱石
moreplanets:fronos_redstone_ore, レッドストーン鉱石
moreplanets:fronos_silicon_ore, シリコン鉱石
moreplanets:fronos_quartz_ore, クォーツ鉱石
moreplanets:extrailonite_ore, エクストレイロナイト鉱石
moreplanets:red_candy_cane, 赤色のキャンディケインブロック
moreplanets:green_candy_cane, 緑色のキャンディケインブロック
moreplanets:blue_candy_cane, 青色のキャンディケインブロック
moreplanets:orange_candy_cane, 橙色のキャンディケインブロック
moreplanets:pink_candy_cane, 桃色のキャンディケインブロック
moreplanets:yellow_candy_cane, 黄色のキャンディケインブロック
moreplanets:purple_candy_cane, 紫色のキャンディケインブロック
moreplanets:rainbow_candy_cane, 虹色のキャンディケインブロック
moreplanets:grape_jelly_block, ブドウゼリーブロック
moreplanets:raspberry_jelly_block, ラズベリーゼリーブロック
moreplanets:strawberry_jelly_block, イチゴゼリーブロック
moreplanets:berry_jelly_block, 果実ゼリーブロック
moreplanets:lime_jelly_block, ライムゼリーブロック
moreplanets:orange_jelly_block, オレンジゼリーブロック
moreplanets:green_jelly_block, グリーンゼリーブロック
moreplanets:lemon_jelly_block, レモンゼリーブロック
moreplanets:diona_surface_rock, ディオナ地表の岩
moreplanets:diona_sub_surface_rock, ディオナ地中の岩
moreplanets:diona_rock, ディオナの石
moreplanets:diona_cobblestone, ディオナの丸石
moreplanets:setrorium_ore, セトロリウム鉱石
moreplanets:illenium_ore, イレニウム鉱石
moreplanets:diona_tin_ore, スズ鉱石
moreplanets:diona_copper_ore, 銅鉱石
moreplanets:diona_aluminum_ore, アルミ鉱石
moreplanets:setrorium_block, セトロリウムブロック
moreplanets:illenium_block, イレニウムブロック
moreplanets:diona_dungeon_brick, ディオナダンジョンのレンガ
moreplanets:infected_purlonite_segment, 汚染されたパーロナイトの節
moreplanets:infected_purlonite_eye_core, 汚染されたパーロナイトアイコア
moreplanets:infected_purlonite_ender_core, 汚染されたパーロナイトエンダーコア
moreplanets:albetius_worm_egg_rock, アルベティウスワームの卵が入った石
moreplanets:infected_purlonite_planks, 汚染されたパーロナイトの木材
moreplanets:infected_purlonite_fence, 汚染されたパーロナイトのフェンス
moreplanets:diona_ancient_chest, ディオナの古びたチェスト
